Position,rho_mol_v,rho_mass_v,muv_CO2,muv_H2O,muv_N2,muv_O2,muv_mix,Dv_CO2,Dv_H2O,Cpv_CO2,Cpv_H2O,Cpv_N2,Cpv_O2,kt_vap
0.66,37.967704669907285,0.9692989327795647,1.7243517988940848e-05,1.1592125580203268e-05,1.984807970818713e-05,2.3086200678461034e-05,1.7535745797021888e-05,2.105062159164032e-05,3.104365477124127e-05,40.390504470456534,33.869186856200855,29.258083070622654,30.146988522280452,0.026762741565639986
0.67,37.960609980426554,0.9685640563749003,1.724646783992956e-05,1.1594540412504095e-05,1.9850833633708472e-05,2.3089514261036518e-05,1.753228309515036e-05,2.1061138234652133e-05,3.105760517173385e-05,40.39405549395091,33.869655964659565,29.258299412745615,30.14784745187057,0.0267657094161062
0.68,37.953835481100974,0.9678607085370865,1.7249285407543695e-05,1.1596847152002154e-05,1.9853463990201706e-05,2.3092679172815012e-05,1.7528959591454022e-05,2.1071192979893765e-05,3.107095894541777e-05,40.39744593176623,33.87010422901543,29.25850612068737,30.1486676100687,0.026768545148215556
0.6900000000000001,37.94736926572074,0.9671878698170067,1.7251975528901584e-05,1.159904973207029e-05,1.9855975303109286e-05,2.3095700857551585e-05,1.7525771684035966e-05,2.1080801794020675e-05,3.1083735290868394e-05,40.40068178685626,33.870532392719625,29.258703540171094,30.14945043931485,0.026771253485127957
0.7000000000000001,37.94119970253173,0.9665445261635245,1.725454293762181e-05,1.1601152003813803e-05,1.985837200034974e-05,2.3098584641785343e-05,1.7522715691641604e-05,2.1089980401437318e-05,3.1095953273382736e-05,40.40376892067347,33.87094118517968,29.25889201017509,30.150197348719853,0.026773839080203973
0.71,37.93531528949715,0.9659296711575366,1.7256992323299864e-05,1.1603157784599399e-05,1.9860658467903293e-05,2.3101335801712826e-05,1.75197879103941e-05,2.109874442276337e-05,3.110763193352194e-05,40.40671312589324,33.871331331058,29.259071867238802,30.150909731596386,0.026776306547752583
0.72,37.92970493170746,0.9653423082040954,1.7259328215332064e-05,1.1605070762758642e-05,1.9862838941422558e-05,2.3103959432761732e-05,1.7516984521586746e-05,2.110710909081579e-05,3.111878996179632e-05,40.409519987893695,33.871703531606904,29.259243436876126,30.15158893188287,0.026778660340823116
0.73,37.92435767301598,0.9647814517432014,1.726155509392602e-05,1.1606894588333826e-05,1.9864917609918034e-05,2.310646057434068e-05,1.7514301732991757e-05,2.1115089488692024e-05,3.112944597833549e-05,40.412195019303965,33.872058482192465,29.25940704167142,30.152236276639858,0.026780904893043078
0.74,37.91926287892648,0.9642461298281141,1.7263677313320678e-05,1.1608632810053566e-05,1.986689854414022e-05,2.3108844123658193e-05,1.751173569801929e-05,2.112270037402145e-05,3.1139618283883673e-05,40.41474356875513,33.87239685991635,29.259562995589697,30.152853053916115,0.026783044497470432
0.75,37.91441024600911,0.9637353887655291,1.72656990972223e-05,1.1610288871446878e-05,1.9868785692373622e-05,2.3111114830654266e-05,1.75092825829082e-05,2.112995612546584e-05,3.114932481939975e-05,40.41717081642203,33.872719322742306,29.25971160359018,30.153440511615244,0.026785083340350922
0.76,37.90978961551311,0.963248286066196,1.7267624615879726e-05,1.1611866173842601e-05,1.9870582952428417e-05,2.311327738461713e-05,1.7506938565810837e-05,2.1136870965938276e-05,3.1158583405973666e-05,40.41948186748005,33.87302652165735,29.259853167245456,30.153999880065584,0.026787025557147966
0.77,37.90539129868863,0.9627839057864767,1.7269457849985162e-05,1.1613367964760496e-05,1.9872294044651538e-05,2.3115336261377566e-05,1.7504699839640778e-05,2.1143458566412572e-05,3.116741125275283e-05,40.421681589599864,33.87331907883802,29.259987974693335,30.154532332642415,0.0267888750924977
0.78,37.90120575335658,0.9623413451444149,1.7271202724930628e-05,1.1614797447767348e-05,1.9873922637284567e-05,2.3117295874139532e-05,1.7502562642484143e-05,2.1149732416010958e-05,3.117582542157111e-05,40.423774774918336,33.87359760895071,29.260116310465698,30.155039024927152,0.026790635855865774
0.79,37.89722378794761,0.9619197245694808,1.72728630252978e-05,1.1616157712319086e-05,1.9875472266690173e-05,2.3119160477486846e-05,1.7500523242310274e-05,2.11557055833211e-05,3.118384249668507e-05,40.42576603817442,33.87386270539971,29.26023844916343,30.155521070011257,0.026792311605246553
0.8,37.893436563212646,0.9615181904275448,1.7274442393670736e-05,1.1617451732678339e-05,1.9876946336284008e-05,2.3120934166092333e-05,1.7498577982073763e-05,2.1161390685995294e-05,3.1191478564814845e-05,40.42765981603783,33.8741149400301,29.260354655331426,30.155979538293604,0.026793905973235353
0.81,37.88983538301296,0.9611359017263311,1.7275944417461457e-05,1.1618682438955665e-05,1.9878348197606976e-05,2.3122620972263813e-05,1.749672323680428e-05,2.1166800166689628e-05,3.11987495399347e-05,40.429460471886074,33.87435487689889,29.260465189813594,30.156415482810615,0.026795422537065315
0.8200000000000001,37.88641205231278,0.9607720544281945,1.7277372479215438e-05,1.1619852594367338e-05,1.9879681010645063e-05,2.312422469786776e-05,1.7494955488884667e-05,2.1171945815868423e-05,3.120567056198522e-05,40.43117211694844,33.87458304827659,29.260570298706725,30.156829895902618,0.026796864676256745
