Position,kl_CO2,kv_CO2,kv_H2O,ul,uv,h_L,h_V,a_e,UT,P,Clp,Cvp,eps,a_p,A,Lp,d_h
0.62,4.049155946079343e-05,3.114690230843167e-05,4.036155881530688e-05,0.006700986583952401,2.0093426340411287,0.05161962491415202,0.9183803750858479,230.49618973587326,111.21368350427865,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.63,4.0556901545634814e-05,3.116734469904325e-05,4.0386221328117715e-05,0.006702204564207537,2.0114580692265918,0.05157398491052315,0.9184260150894769,230.51120333374314,111.26790418296879,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.64,4.0619750336885085e-05,3.118698602601863e-05,4.040993910040108e-05,0.00670337441634794,2.0134922637106656,0.051530085391531595,0.9184699146084684,230.52560768826058,111.3199678104122,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.65,4.068016649553994e-05,3.1205847690849376e-05,4.043273561120091e-05,0.006704497457821088,2.015447248422924,0.051487883819264654,0.9185121161807354,230.539421029311,111.36993480584688,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.66,4.0738211699646415e-05,3.122395121740548e-05,4.0454634603511744e-05,0.006705575017404368,2.0173250776150393,0.051447337582125705,0.9185526624178743,230.55266149825653,111.41786586058933,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.67,4.079394881363926e-05,3.124131835981772e-05,4.047566027748518e-05,0.0067066084272690485,2.0191278412605755,0.05140840257616139,0.9185915974238386,230.56534720882752,111.46382175331739,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.68,4.084744101776473e-05,3.125797078810954e-05,4.0495836855165397e-05,0.006707599015962089,2.020857634692102,0.05137103488326725,0.9186289651167328,230.57749604767824,111.50786297839375,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.6900000000000001,4.089875236582657e-05,3.1273930301133705e-05,4.0515188853558443e-05,0.006708548116709861,2.022516574705985,0.05133518993264015,0.9186648100673598,230.589125824657,111.55005007227925,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.7000000000000001,4.094794685420319e-05,3.128921853840346e-05,4.05337407489064e-05,0.006709457046898614,2.0241067755616897,0.05130082288188308,0.9186991771181169,230.6002540687895,111.59044284392624,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.71,4.099508892053271e-05,3.130385712198727e-05,4.0551517099360596e-05,0.006710327126040128,2.0256303584943254,0.05126788908475214,0.9187321109152479,230.61089815535024,111.6291010143791,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.72,4.104024267716607e-05,3.1317867461987894e-05,4.0568542357947075e-05,0.00671115965286544,2.0270894327054445,0.05123634360049893,0.9187636563995011,230.62107514987576,111.66608333834132,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.73,4.108347211975107e-05,3.133127079114998e-05,4.058484086680012e-05,0.006711955916632529,2.028486100030812,0.05120614188590869,0.9187938581140913,230.63080186299806,111.7014480536473,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.74,4.11248409877303e-05,3.134408815279955e-05,4.0600436853044154e-05,0.006712717192990561,2.0298224492321073,0.05117723954253326,0.9188227604574667,230.64009483864086,111.73525267120588,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.75,4.1164412067693526e-05,3.135634018737034e-05,4.0615354177128553e-05,0.006713444728802789,2.031100538036247,0.05114959260120345,0.9188504073987965,230.6489702058285,111.76755340792536,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.76,4.120224811021711e-05,3.136804740881608e-05,4.062961662883239e-05,0.0067141397657722824,2.032322417717285,0.05112315749536484,0.9188768425046351,230.65744390018327,111.79840611567927,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.77,4.123841036869499e-05,3.137922978493413e-05,4.0643247452366876e-05,0.006714803507056036,2.0334900903823394,0.05109789131629399,0.918902108683706,230.66553134881022,111.82786490707826,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.78,4.1272959659725865e-05,3.138990704521677e-05,4.0656269683079415e-05,0.006715437142433804,2.034605541510102,0.05107375169150148,0.9189262483084985,230.67324771799994,111.85598323067522,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.79,4.130595572376673e-05,3.140009850665958e-05,4.0668705941900176e-05,0.006716041835457955,2.035670718557592,0.051050696974319146,0.9189493030256808,230.68060778525992,111.88281328437759,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.8,4.1337456723790665e-05,3.140982292114362e-05,4.068057825434039e-05,0.0067166187124725165,2.0366875181997317,0.051028686435985446,0.9189713135640145,230.68762583464337,111.90840560952262,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.81,4.136752050283885e-05,3.14190988603516e-05,4.0691908487252875e-05,0.0067171688910339575,2.037657822848467,0.051007679859662855,0.9189923201403372,230.69431595156496,111.93281025458681,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.8200000000000001,4.139620241859624e-05,3.1427944068296265e-05,4.070271759226403e-05,0.006717693433881311,2.0385834357543517,0.05098763837488286,0.9190123616251171,230.70069154622908,111.95607485550578,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.8300000000000001,4.1423557261890976e-05,3.1436376042734354e-05,4.071302627816848e-05,0.006718193389961687,2.0394661398747878,0.050968523692013136,0.9190314763079869,230.70676579290188,111.97824637986838,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.84,4.144963769566609e-05,3.1444411565781834e-05,4.072285445905752e-05,0.006718669761597639,2.0403076504934576,0.0509502987412346,0.9190497012587654,230.71255128794442,111.99936974819038,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
0.85,4.147449051895764e-05,3.1452065529421654e-05,4.0732219916800484e-05,0.00671912341589259,2.0411095159013635,0.05093292869473508,0.9190670713052649,230.7180591949404,112.01948443699602,109500.0,0.203,0.35,0.97,250.0,0.3216990877275948,82.91213601226671,0.015519999999999999
