check,state,item,exact,reference,defect,criterion,status
N4,S1@0.05,dt/de_T:hydroxide-anion,0.002801205986845812,0.0028012059869804893,4.807837270367166e-11,5e-05,pass
N4,S1@0.05,control: dt/de_T:carbonate-anion set to zero,0.0,0.005882809021283871,1.0,5e-05,control-fails
N4,S1@0.05,dt/de_P:carbon-dioxide,3.6599640835212217e-09,3.6599645825141637e-09,1.363381887561385e-07,5e-05,pass
N4,S1@0.05,dt/de_P:monoethanolamine,-9.885425699008734e-10,-9.88542631826424e-10,6.264327768428895e-08,5e-05,pass
N4,S1@0.05,dt/de_P:water,3.3670330381945875e-12,3.3670402606091515e-12,2.1450336214922037e-06,5e-05,pass
N4,S1@0.05,dt/de_P:protonated-monoethanolamine,3.2917878609483037e-10,3.2917878894922475e-10,8.671258518078595e-09,5e-05,pass
N4,S1@0.05,dt/de_P:carbamate-anion,1.3537001576128813e-09,1.3537004620959675e-09,2.2492648461749638e-07,5e-05,pass
N4,S1@0.05,dt/de_P:bicarbonate-anion,2.34560976055909e-09,2.3456101605479063e-09,1.7052655337176914e-07,5e-05,pass
N4,S1@0.05,dt/de_P:carbonate-anion,1.0278884045605705e-09,1.0278887167351294e-09,3.03704626612945e-07,5e-05,pass
N4,S1@0.05,dt/de_P:hydronium-cation,1.3210883890379733e-09,1.32108848046227e-09,6.920376492079898e-08,5e-05,pass
N4,S1@0.05,dt/de_P:hydroxide-anion,-1.3143543229631954e-09,-1.3143544067932093e-09,6.378037267307807e-08,5e-05,pass
N4,S1@0.05,control: dt/de_P:carbon-dioxide set to zero,0.0,3.6599645825141637e-09,1.0,5e-05,control-fails
N4,S1@0.05,dt/de_CO2:carbon-dioxide,1.8454661017419527,1.845466101805273,3.431124412414029e-11,5e-05,pass
N4,S1@0.05,dt/de_CO2:monoethanolamine,-0.9606108524975489,-0.960610852509403,1.2340256483531814e-11,5e-05,pass
N4,S1@0.05,dt/de_CO2:water,0.0020717772251588867,0.0020717772257755097,2.9763000788679143e-10,5e-05,pass
N4,S1@0.05,dt/de_CO2:protonated-monoethanolamine,0.04479238824453302,0.0447923882570625,2.797233624528357e-10,5e-05,pass
N4,S1@0.05,dt/de_CO2:carbamate-anion,-0.1205479914976807,-0.12054799147112553,2.202870451686595e-10,5e-05,pass
N4,S1@0.05,dt/de_CO2:bicarbonate-anion,0.8421346382250288,0.8421346382640625,4.635099239207877e-11,5e-05,pass
N4,S1@0.05,dt/de_CO2:carbonate-anion,-0.16326860251705505,-0.1632686025025157,8.90516714693763e-11,5e-05,pass
N4,S1@0.05,dt/de_CO2:hydronium-cation,1.0074750179672434,1.0074750179922243,2.4795558982960832e-11,5e-05,pass
N4,S1@0.05,dt/de_CO2:hydroxide-anion,-1.0033314635169255,-1.0033314635409034,2.3898314388963477e-11,5e-05,pass
N4,S1@0.05,control: dt/de_CO2:carbon-dioxide set to zero,0.0,1.845466101805273,1.0,5e-05,control-fails
N4,S1@0.05,control: chain term D ln a[e_CO2] omitted,,,1.2666741778627897,5e-05,control-fails
N4,S1@0.05,dt/de_MEA:carbon-dioxide,-0.4235556948000301,-0.42355569444600133,8.358493466293332e-10,5e-05,pass
N4,S1@0.05,dt/de_MEA:monoethanolamine,0.22294526929959682,0.22294526904998388,1.1196153307569133e-09,5e-05,pass
N4,S1@0.05,dt/de_MEA:water,0.0037312236462626815,0.0037312236454318894,2.2265940376516578e-10,5e-05,pass
N4,S1@0.05,dt/de_MEA:protonated-monoethanolamine,-0.0032299332901705806,-0.0032299333105975116,6.324257814553547e-09,5e-05,pass
N4,S1@0.05,dt/de_MEA:carbamate-anion,0.02556477708933691,0.02556477696503787,4.862121010347943e-09,5e-05,pass
N4,S1@0.05,dt/de_MEA:bicarbonate-anion,-0.1936492685639981,-0.19364926843968389,6.419555648316403e-10,5e-05,pass
N4,S1@0.05,dt/de_MEA:carbonate-anion,0.032525934025770274,0.03252593392110366,3.2179434284473013e-09,5e-05,pass
N4,S1@0.05,dt/de_MEA:hydronium-cation,-0.2224439789435057,-0.22244397871528046,1.0259897586019072e-09,5e-05,pass
N4,S1@0.05,dt/de_MEA:hydroxide-anion,0.2299064262360314,0.22990642600626265,9.994012056816795e-10,5e-05,pass
N4,S1@0.05,control: dt/de_MEA:carbon-dioxide set to zero,0.0,-0.42355569444600133,1.0,5e-05,control-fails
N4,S1@0.05,dt/de_H2O:carbon-dioxide,-0.007768945768875751,-0.007768945770342372,1.887799372987798e-10,5e-05,pass
N4,S1@0.05,dt/de_H2O:monoethanolamine,0.003731223646263343,0.003731223645911485,9.430093157577595e-11,5e-05,pass
N4,S1@0.05,dt/de_H2O:water,-0.0005404302210982011,-0.0005404302207692568,6.086712478411082e-10,5e-05,pass
N4,S1@0.05,dt/de_H2O:protonated-monoethanolamine,-0.0010797046006619751,-0.0010797046004840263,1.648124879882304e-10,5e-05,pass
N4,S1@0.05,dt/de_H2O:carbamate-anion,0.0007732061243127095,0.0007732061220249131,2.9588440792266697e-09,5e-05,pass
N4,S1@0.05,dt/de_H2O:bicarbonate-anion,-0.0034984477430487606,-0.0034984477446847653,4.67637312077409e-10,5e-05,pass
N4,S1@0.05,dt/de_H2O:carbonate-anion,0.001312480503876497,0.0013124805017407464,1.6272626941676056e-09,5e-05,pass
N4,S1@0.05,dt/de_H2O:hydronium-cation,-0.005351358468023472,-0.00535135846718784,1.5615323022790378e-10,5e-05,pass
N4,S1@0.05,dt/de_H2O:hydroxide-anion,0.004270498025827041,0.004270498025655492,4.0170819793632264e-11,5e-05,pass
N4,S1@0.05,control: dt/de_H2O:carbon-dioxide set to zero,0.0,-0.007768945770342372,1.0,5e-05,control-fails
N5,S1@0.05 q=0.000,M charge = 0,4.5258812348968105e-22,0.0,4.5258812348968105e-22,1e-12,pass
N5,S1@0.05 q=0.000,M MEA = 0,7.757846458818724e-22,0.0,7.757846458818724e-22,1e-12,pass
N5,S1@0.05 q=0.000,M water = 0,3.1201511199441627e-22,0.0,3.1201511199441627e-22,1e-12,pass
N5,S1@0.05 q=0.000,M total = 0,1.0748066552181727e-21,0.0,1.0748066552181727e-21,1e-12,pass
N5,S1@0.05 q=0.000,t^T M t >= 0,5.287903742736503e-06,0.0,,,pass
N5,S1@0.05 q=0.000,g > 0,1.2458702400087046e-06,0.0,,,pass
N5,S1@0.05 q=0.125,M charge = 0,5.421832429246109e-22,0.0,5.421832429246109e-22,1e-12,pass
N5,S1@0.05 q=0.125,M MEA = 0,6.352747104407253e-22,0.0,6.352747104407253e-22,1e-12,pass
N5,S1@0.05 q=0.125,M water = 0,7.514772644044713e-22,0.0,7.514772644044714e-22,1e-12,pass
N5,S1@0.05 q=0.125,M total = 0,8.489975012091138e-22,0.0,8.489975012091138e-22,1e-12,pass
N5,S1@0.05 q=0.125,t^T M t >= 0,5.362791723882888e-06,0.0,,,pass
N5,S1@0.05 q=0.125,g > 0,1.255647409579619e-06,0.0,,,pass
N5,S1@0.05 q=0.250,M charge = 0,5.846357473159946e-22,0.0,5.846357473159946e-22,1e-12,pass
N5,S1@0.05 q=0.250,M MEA = 0,5.823351512373315e-22,0.0,5.823351512373315e-22,1e-12,pass
N5,S1@0.05 q=0.250,M water = 0,9.451828164022264e-22,0.0,9.451828164022266e-22,1e-12,pass
N5,S1@0.05 q=0.250,M total = 0,1.181989396549992e-21,0.0,1.181989396549992e-21,1e-12,pass
N5,S1@0.05 q=0.250,t^T M t >= 0,5.438951601589819e-06,0.0,,,pass
N5,S1@0.05 q=0.250,g > 0,1.2654921846760668e-06,0.0,,,pass
N5,S1@0.05 q=0.375,M charge = 0,4.860720074514729e-22,0.0,4.860720074514729e-22,1e-12,pass
N5,S1@0.05 q=0.375,M MEA = 0,9.529120656610879e-22,0.0,9.529120656610879e-22,1e-12,pass
N5,S1@0.05 q=0.375,M water = 0,1.0120096564710372e-21,0.0,1.0120096564710372e-21,1e-12,pass
N5,S1@0.05 q=0.375,M total = 0,7.93101765014165e-22,0.0,7.93101765014165e-22,1e-12,pass
N5,S1@0.05 q=0.375,t^T M t >= 0,5.516407811999834e-06,0.0,,,pass
N5,S1@0.05 q=0.375,g > 0,1.2754045166201507e-06,0.0,,,pass
N5,S1@0.05 q=0.500,M charge = 0,8.440918468721837e-22,0.0,8.440918468721837e-22,1e-12,pass
N5,S1@0.05 q=0.500,M MEA = 0,1.1117307432712692e-21,0.0,1.1117307432712692e-21,1e-12,pass
N5,S1@0.05 q=0.500,M water = 0,1.8737450331916037e-21,0.0,1.8737450331916037e-21,1e-12,pass
N5,S1@0.05 q=0.500,M total = 0,1.368130426827569e-21,0.0,1.368130426827569e-21,1e-12,pass
N5,S1@0.05 q=0.500,t^T M t >= 0,5.595185274637404e-06,0.0,,,pass
N5,S1@0.05 q=0.500,g > 0,1.2853843336205883e-06,0.0,,,pass
N5,S1@0.05 q=0.625,M charge = 0,8.791378947790147e-22,0.0,8.791378947790147e-22,1e-12,pass
N5,S1@0.05 q=0.625,M MEA = 0,2.276401045745932e-21,0.0,2.276401045745932e-21,1e-12,pass
N5,S1@0.05 q=0.625,M water = 0,3.686899086513698e-21,0.0,3.686899086513698e-21,1e-12,pass
N5,S1@0.05 q=0.625,M total = 0,1.5850745689829944e-21,0.0,1.5850745689829944e-21,1e-12,pass
N5,S1@0.05 q=0.625,t^T M t >= 0,5.675309399037119e-06,0.0,,,pass
N5,S1@0.05 q=0.625,g > 0,1.2954315397773491e-06,0.0,,,pass
N5,S1@0.05 q=0.750,M charge = 0,4.579737160188122e-22,0.0,4.579737160188122e-22,1e-12,pass
N5,S1@0.05 q=0.750,M MEA = 0,1.3234889800848443e-21,0.0,1.3234889800848443e-21,1e-12,pass
N5,S1@0.05 q=0.750,M water = 0,1.4825144528481639e-21,0.0,1.4825144528481639e-21,1e-12,pass
N5,S1@0.05 q=0.750,M total = 0,1.0854677588227106e-21,0.0,1.0854677588227106e-21,1e-12,pass
N5,S1@0.05 q=0.750,t^T M t >= 0,5.756806091088722e-06,0.0,,,pass
N5,S1@0.05 q=0.750,g > 0,1.305546014047496e-06,0.0,,,pass
N5,S1@0.05 q=0.875,M charge = 0,3.0554061194488662e-22,0.0,3.0554061194488662e-22,1e-12,pass
N5,S1@0.05 q=0.875,M MEA = 0,7.411538288475128e-22,0.0,7.411538288475128e-22,1e-12,pass
N5,S1@0.05 q=0.875,M water = 0,4.409631304683012e-22,0.0,4.409631304683012e-22,1e-12,pass
N5,S1@0.05 q=0.875,M total = 0,1.303369171851608e-21,0.0,1.303369171851608e-21,1e-12,pass
N5,S1@0.05 q=0.875,t^T M t >= 0,5.839701759052886e-06,0.0,,,pass
N5,S1@0.05 q=0.875,g > 0,1.3157276091712178e-06,0.0,,,pass
N5,S1@0.05 q=1.000,M charge = 0,2.5462945699854997e-22,0.0,2.5462945699854997e-22,1e-12,pass
N5,S1@0.05 q=1.000,M MEA = 0,6.88214269644119e-22,0.0,6.88214269644119e-22,1e-12,pass
N5,S1@0.05 q=1.000,M water = 0,1.0786952175574327e-21,0.0,1.0786952175574327e-21,1e-12,pass
N5,S1@0.05 q=1.000,M total = 0,1.416184907479068e-21,0.0,1.416184907479068e-21,1e-12,pass
N5,S1@0.05 q=1.000,t^T M t >= 0,5.924023319195957e-06,0.0,,,pass
N5,S1@0.05 q=1.000,g > 0,1.3259761505562266e-06,0.0,,,pass
N2,S1@0.4,sum x_i D ln a_i[v] / (1e-12 scale); central_residual 2.40e-14 floor 1.86e-10,1.890972255625019e-15,0.0,1.890972255625019e-15,1e-12,pass
N2,S1@0.4,control: ionic terms dropped [v],-0.06919033138239375,0.0,0.06919033138239375,1e-12,control-fails
N2,S1@0.4,sum x_i D ln a_i[e_MEA] / (1e-12 scale); central_residual 2.40e-14 floor 1.86e-10,-4.205794927616643e-16,0.0,4.205794927616643e-16,1e-12,pass
N2,S1@0.4,control: ionic terms dropped [e_MEA],0.001807089205118342,0.0,0.001807089205118342,1e-12,control-fails
N2,S1@0.4,sum x_i D ln a_i[e_H2O] / (1e-12 scale); central_residual 2.40e-14 floor 1.86e-10,2.240206351836633e-17,0.0,2.240206351836633e-17,1e-12,pass
N2,S1@0.4,control: ionic terms dropped [e_H2O],0.000670458222315355,0.0,0.000670458222315355,1e-12,control-fails
N3,S1@0.4,t:carbon-dioxide,7.034680128618711,7.034680180080822,7.315486944630334e-09,5e-06,pass
N3,S1@0.4,t:monoethanolamine,-2.8096740544709164,-2.809674073784126,6.873825643469421e-09,5e-06,pass
N3,S1@0.4,t:water,0.02351537808478331,0.023515377877370014,8.820325751293453e-09,5e-06,pass
N3,S1@0.4,t:protonated-monoethanolamine,0.9277471892444005,0.927747192358197,3.3562985472563317e-09,5e-06,pass
N3,S1@0.4,t:carbamate-anion,0.48758483043247774,0.48758484017525916,1.9981715205635924e-08,5e-06,pass
N3,S1@0.4,t:bicarbonate-anion,3.3207742629881762,3.3207742918473095,8.690483233429701e-09,5e-06,pass
N3,S1@0.4,t:carbonate-anion,-0.41664698072714224,-0.41664697426805714,1.550253667705762e-08,5e-06,pass
N3,S1@0.4,t:hydronium-cation,3.760936621800102,3.760936644025037,5.909414830675915e-09,5e-06,pass
N3,S1@0.4,t:hydroxide-anion,-3.713905865630538,-3.713905888242645,6.088497537107525e-09,5e-06,pass
N3,S1@0.4,control: t:carbon-dioxide set to zero,0.0,7.034680180080822,1.0,5e-06,control-fails
N4,S1@0.4,dt/de_T:carbon-dioxide,-0.012934853205897745,-0.01293485320327766,2.0256006489175295e-10,5e-05,pass
N4,S1@0.4,dt/de_T:monoethanolamine,0.008460007195072655,0.008460007194417418,7.745103128052132e-11,5e-05,pass
N4,S1@0.4,dt/de_T:water,-0.00045955640349884346,-0.00045955640355391697,1.1984059540554875e-10,5e-05,pass
N4,S1@0.4,dt/de_T:protonated-monoethanolamine,-0.0031394421111867734,-0.0031394421114307645,7.77179564522331e-11,5e-05,pass
N4,S1@0.4,dt/de_T:carbamate-anion,0.007124603295434496,0.007124603297113212,2.3562240925212103e-10,5e-05,pass
N4,S1@0.4,dt/de_T:bicarbonate-anion,-0.0017949603031370365,-0.001794960300885995,1.2540898983127508e-09,5e-05,pass
N4,S1@0.4,dt/de_T:carbonate-anion,0.009804489003122491,0.009804489005008262,1.9233751521749466e-10,5e-05,pass
N4,S1@0.4,dt/de_T:hydronium-cation,-0.012059005709758172,-0.012059005709447549,2.5758595901816534e-11,5e-05,pass
N4,S1@0.4,dt/de_T:hydroxide-anion,0.011139892902760573,0.011139892902355028,3.6404783464016594e-11,5e-05,pass
N4,S1@0.4,control: dt/de_T:carbon-dioxide set to zero,0.0,-0.01293485320327766,1.0,5e-05,control-fails
N4,S1@0.4,dt/de_P:carbon-dioxide,1.905071080951136e-08,1.9050710381810867e-08,2.2450631706521433e-08,5e-05,pass
N4,S1@0.4,dt/de_P:monoethanolamine,-6.994261308120391e-09,-6.994260798309781e-09,7.288984312887676e-08,5e-05,pass
N4,S1@0.4,dt/de_P:water,-1.4006951352905414e-11,-1.4006916364620035e-11,2.4979229596061874e-06,5e-05,pass
N4,S1@0.4,dt/de_P:protonated-monoethanolamine,1.1017126070380968e-09,1.1017125374953214e-09,6.312242862321457e-08,5e-05,pass
N4,S1@0.4,dt/de_P:carbamate-anion,3.960475586256007e-09,3.960476174189968e-09,1.4845032147780926e-07,5e-05,pass
N4,S1@0.4,dt/de_P:bicarbonate-anion,1.0940729943027686e-08,1.0940730101512602e-08,1.4485771550890361e-08,5e-05,pass
N4,S1@0.4,dt/de_P:carbonate-anion,2.8447560278621892e-09,2.8447567184767633e-09,2.427675342458148e-07,5e-05,pass
N4,S1@0.4,dt/de_P:hydronium-cation,8.081966963797261e-09,8.081966472358223e-09,6.08068605529893e-08,5e-05,pass
N4,S1@0.4,dt/de_P:hydroxide-anion,-8.109980866519714e-09,-8.10998030546332e-09,6.918097639059889e-08,5e-05,pass
N4,S1@0.4,control: dt/de_P:carbon-dioxide set to zero,0.0,1.9050710381810867e-08,1.0,5e-05,control-fails
N4,S1@0.4,dt/de_CO2:carbon-dioxide,2.927734265575939,2.927734270342551,1.6280890114534575e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:monoethanolamine,-1.7801054528759612,-1.78010545571546,1.5951295745697725e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:water,-0.004405266713188544,-0.004405266729124097,3.617386491377761e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:protonated-monoethanolamine,-0.03623659073593716,-0.03623659089683421,4.440181833985146e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:carbamate-anion,-0.5962400494400497,-0.5962400501905215,1.2586739109166468e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:bicarbonate-anion,1.1794601367227233,1.1794601387954753,1.7573734812082785e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:carbonate-anion,-0.5644087254173018,-0.5644087260227364,1.0726882194329746e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:hydronium-cation,1.7394635954268396,1.7394635980890376,1.5304706695291623e-09,5e-05,pass
N4,S1@0.4,dt/de_CO2:hydroxide-anion,-1.7482741288532146,-1.7482741315472594,1.540973876142651e-09,5e-05,pass
N4,S1@0.4,control: dt/de_CO2:carbon-dioxide set to zero,0.0,2.927734270342551,1.0,5e-05,control-fails
N4,S1@0.4,control: chain term D ln a[e_CO2] omitted,,,0.8758651996982721,5e-05,control-fails
N4,S1@0.4,dt/de_MEA:carbon-dioxide,-1.0057910310972178,-1.0057910378180261,6.682111991043591e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:monoethanolamine,0.6075907234839709,0.607590726339272,4.699382302732948e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:water,0.007117378886924983,0.007117378891399348,6.286535241365195e-10,5e-05,pass
N4,S1@0.4,dt/de_MEA:protonated-monoethanolamine,0.027630266118263077,0.0276302659932498,4.524505011012516e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:carbamate-anion,0.18176014975246152,0.1817601488669697,4.871759953787222e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:bicarbonate-anion,-0.4187131948445839,-0.41871319858082234,8.923144630778e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:carbonate-anion,0.16124726252112404,0.16124726176512857,4.688423535737513e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:hydronium-cation,-0.5728430784787832,-0.5728430814545379,5.194711674167263e-09,5e-05,pass
N4,S1@0.4,dt/de_MEA:hydroxide-anion,0.5870778362526338,0.5870778392373165,5.083964210048228e-09,5e-05,pass
N4,S1@0.4,control: dt/de_MEA:carbon-dioxide set to zero,0.0,-1.0057910378180261,1.0,5e-05,control-fails
N4,S1@0.4,dt/de_H2O:carbon-dioxide,-0.010885839203671591,-0.01088583921300793,8.576590936990428e-10,5e-05,pass
N4,S1@0.4,dt/de_H2O:monoethanolamine,0.00711737888692512,0.007117378888450887,2.143720860714368e-10,5e-05,pass
N4,S1@0.4,dt/de_H2O:water,-0.0006919379218757988,-0.000691937920882572,1.4354275676923046e-09,5e-05,pass
N4,S1@0.4,dt/de_H2O:protonated-monoethanolamine,-0.001784142505547547,-0.001784142505268353,1.564863707752039e-10,5e-05,pass
N4,S1@0.4,dt/de_H2O:carbamate-anion,0.00513306107572629,0.005133061069164243,1.2783886293163258e-09,5e-05,pass
N4,S1@0.4,dt/de_H2O:bicarbonate-anion,-0.0026762557330746815,-0.002676255740164361,2.64910390718141e-09,5e-05,pass
N4,S1@0.4,dt/de_H2O:carbonate-anion,0.0062252656593980195,0.006225265653554184,9.387287469550588e-10,5e-05,pass
N4,S1@0.4,dt/de_H2O:hydronium-cation,-0.009593459314348523,-0.009593459314597222,2.5923769828783234e-11,5e-05,pass
N4,S1@0.4,dt/de_H2O:hydroxide-anion,0.008209583470596922,0.00820958347283126,2.7216212883884273e-10,5e-05,pass
N4,S1@0.4,control: dt/de_H2O:carbon-dioxide set to zero,0.0,-0.01088583921300793,1.0,5e-05,control-fails
N5,S1@0.4 q=0.000,M charge = 0,4.5258812348968105e-22,0.0,4.5258812348968105e-22,1e-12,pass
N5,S1@0.4 q=0.000,M MEA = 0,7.757846458818724e-22,0.0,7.757846458818724e-22,1e-12,pass
N5,S1@0.4 q=0.000,M water = 0,3.1201511199441627e-22,0.0,3.1201511199441627e-22,1e-12,pass
N5,S1@0.4 q=0.000,M total = 0,1.0748066552181727e-21,0.0,1.0748066552181727e-21,1e-12,pass
N5,S1@0.4 q=0.000,t^T M t >= 0,5.287903742736503e-06,0.0,,,pass
N5,S1@0.4 q=0.000,g > 0,1.2458702400087046e-06,0.0,,,pass
N5,S1@0.4 q=0.125,M charge = 0,2.5462945699854997e-22,0.0,2.5462945699854997e-22,1e-12,pass
N5,S1@0.4 q=0.125,M MEA = 0,6.88214269644119e-22,0.0,6.88214269644119e-22,1e-12,pass
N5,S1@0.4 q=0.125,M water = 0,1.0786952175574327e-21,0.0,1.0786952175574327e-21,1e-12,pass
N5,S1@0.4 q=0.125,M total = 0,1.416184907479068e-21,0.0,1.416184907479068e-21,1e-12,pass
N5,S1@0.4 q=0.125,t^T M t >= 0,5.924023319195957e-06,0.0,,,pass
N5,S1@0.4 q=0.125,g > 0,1.3259761505562266e-06,0.0,,,pass
N5,S1@0.4 q=0.250,M charge = 0,9.360522300849549e-22,0.0,9.360522300849549e-22,1e-12,pass
N5,S1@0.4 q=0.250,M MEA = 0,4.959933280407075e-22,0.0,4.959933280407075e-22,1e-12,pass
N5,S1@0.4 q=0.250,M water = 0,4.272129369894965e-22,0.0,4.272129369894965e-22,1e-12,pass
N5,S1@0.4 q=0.250,M total = 0,2.2947537782505716e-21,0.0,2.2947537782505716e-21,1e-12,pass
N5,S1@0.4 q=0.250,t^T M t >= 0,6.6533290963133674e-06,0.0,,,pass
N5,S1@0.4 q=0.250,g > 0,1.410343614847268e-06,0.0,,,pass
N5,S1@0.4 q=0.375,M charge = 0,1.1006930519725147e-21,0.0,1.1006930519725147e-21,1e-12,pass
N5,S1@0.4 q=0.375,M MEA = 0,7.411538288475128e-22,0.0,7.411538288475128e-22,1e-12,pass
N5,S1@0.4 q=0.375,M water = 0,1.5852691400587125e-21,0.0,1.5852691400587125e-21,1e-12,pass
N5,S1@0.4 q=0.375,M total = 0,1.1137821988681409e-21,0.0,1.1137821988681409e-21,1e-12,pass
N5,S1@0.4 q=0.375,t^T M t >= 0,7.491076621715775e-06,0.0,,,pass
N5,S1@0.4 q=0.375,g > 0,1.4987892101417698e-06,0.0,,,pass
N5,S1@0.4 q=0.500,M charge = 0,2.904050184914684e-22,0.0,2.904050184914684e-22,1e-12,pass
N5,S1@0.4 q=0.500,M MEA = 0,2.096360116519133e-21,0.0,2.096360116519133e-21,1e-12,pass
N5,S1@0.4 q=0.500,M water = 0,1.762644337168075e-21,0.0,1.762644337168075e-21,1e-12,pass
N5,S1@0.4 q=0.500,M total = 0,1.3547910675363311e-21,0.0,1.3547910675363311e-21,1e-12,pass
N5,S1@0.4 q=0.500,t^T M t >= 0,8.454613165261679e-06,0.0,,,pass
N5,S1@0.4 q=0.500,g > 0,1.5909578391677413e-06,0.0,,,pass
N5,S1@0.4 q=0.625,M charge = 0,5.804739948590872e-22,0.0,5.804739948590872e-22,1e-12,pass
N5,S1@0.4 q=0.625,M MEA = 0,1.9992162757969113e-21,0.0,1.9992162757969113e-21,1e-12,pass
N5,S1@0.4 q=0.625,M water = 0,8.483592344927838e-22,0.0,8.483592344927838e-22,1e-12,pass
N5,S1@0.4 q=0.625,M total = 0,1.2157487052998124e-21,0.0,1.2157487052998124e-21,1e-12,pass
N5,S1@0.4 q=0.625,t^T M t >= 0,9.56292430159525e-06,0.0,,,pass
N5,S1@0.4 q=0.625,g > 0,1.686256830043109e-06,0.0,,,pass
N5,S1@0.4 q=0.750,M charge = 0,8.344184429128667e-22,0.0,8.344184429128667e-22,1e-12,pass
N5,S1@0.4 q=0.750,M MEA = 0,1.0587911840678754e-21,0.0,1.0587911840678754e-21,1e-12,pass
N5,S1@0.4 q=0.750,M water = 0,7.411926029387262e-22,0.0,7.411926029387262e-22,1e-12,pass
N5,S1@0.4 q=0.750,M total = 0,4.30095144436361e-22,0.0,4.30095144436361e-22,1e-12,pass
N5,S1@0.4 q=0.750,t^T M t >= 0,1.0835177917287377e-05,0.0,,,pass
N5,S1@0.4 q=0.750,g > 0,1.7837647797214224e-06,0.0,,,pass
N5,S1@0.4 q=0.875,M charge = 0,5.658862123852055e-22,0.0,5.658862123852055e-22,1e-12,pass
N5,S1@0.4 q=0.875,M MEA = 0,1.0587911840678754e-21,0.0,1.0587911840678754e-21,1e-12,pass
N5,S1@0.4 q=0.875,M water = 0,3.1323003351910353e-21,0.0,3.1323003351910353e-21,1e-12,pass
N5,S1@0.4 q=0.875,M total = 0,7.511863518228699e-22,0.0,7.511863518228699e-22,1e-12,pass
N5,S1@0.4 q=0.875,t^T M t >= 0,1.2287164494568731e-05,0.0,,,pass
N5,S1@0.4 q=0.875,g > 0,1.882105296505674e-06,0.0,,,pass
N5,S1@0.4 q=1.000,M charge = 0,2.074995491286341e-22,0.0,2.074995491286341e-22,1e-12,pass
N5,S1@0.4 q=1.000,M MEA = 0,7.225535741750069e-22,0.0,7.225535741750069e-22,1e-12,pass
N5,S1@0.4 q=1.000,M water = 0,4.2093153421292196e-22,0.0,4.2093153421292196e-22,1e-12,pass
N5,S1@0.4 q=1.000,M total = 0,5.8704807544975055e-22,0.0,5.8704807544975055e-22,1e-12,pass
N5,S1@0.4 q=1.000,t^T M t >= 0,1.3923565897788584e-05,0.0,,,pass
N5,S1@0.4 q=1.000,g > 0,1.979274912748954e-06,0.0,,,pass
N2,S1@0.7746,sum x_i D ln a_i[v] / (1e-12 scale); central_residual 2.31e-14 floor 1.85e-10,8.734303902423017e-15,0.0,8.734303902423017e-15,1e-12,pass
N2,S1@0.7746,control: ionic terms dropped [v],-0.016370163087474698,0.0,0.016370163087474698,1e-12,control-fails
N2,S1@0.7746,sum x_i D ln a_i[e_MEA] / (1e-12 scale); central_residual 2.31e-14 floor 1.85e-10,-4.866846968224685e-16,0.0,4.866846968224685e-16,1e-12,pass
N2,S1@0.7746,control: ionic terms dropped [e_MEA],-0.0029069523016803283,0.0,0.0029069523016803283,1e-12,control-fails
N2,S1@0.7746,sum x_i D ln a_i[e_H2O] / (1e-12 scale); central_residual 2.31e-14 floor 1.85e-10,-5.620108293464876e-17,0.0,5.620108293464876e-17,1e-12,pass
N2,S1@0.7746,control: ionic terms dropped [e_H2O],0.0005800923730300069,0.0,0.0005800923730300069,1e-12,control-fails
N3,S1@0.7746,t:carbon-dioxide,8.458444922956767,8.458444952124887,3.4484022215144653e-09,5e-06,pass
N3,S1@0.7746,t:monoethanolamine,-4.849543179366528,-4.849543151042113,5.840635657005586e-09,5e-06,pass
N3,S1@0.7746,t:water,0.033042234531695996,0.03304223497210638,1.3328710426106e-08,5e-06,pass
N3,S1@0.7746,t:protonated-monoethanolamine,0.5306837238471074,0.5306837408601458,3.2058714282300045e-08,5e-06,pass
N3,S1@0.7746,t:carbamate-anion,-1.771325159623387,-1.7713250908210891,3.884227437588177e-08,5e-06,pass
N3,S1@0.7746,t:bicarbonate-anion,3.1112602542748307,3.11126029520968,1.3156999223448937e-08,5e-06,pass
N3,S1@0.7746,t:carbonate-anion,-2.2689666489387994,-2.2689665966860653,2.3029309031049905e-08,5e-06,pass
N3,S1@0.7746,t:hydronium-cation,5.4132691377453295,5.41326912687244,2.0085624747151115e-09,5e-06,pass
N3,S1@0.7746,t:hydroxide-anion,-5.347184668681939,-5.347184656910049,2.201511630993694e-09,5e-06,pass
N3,S1@0.7746,control: t:carbon-dioxide set to zero,0.0,8.458444952124887,1.0,5e-06,control-fails
